source_group_id,split,relation,donor_group_id,r_o,r_s,answer_norm_equal
0c8e3e027b6f44a98ca5db9341bbc3a1930ef90239733212a46ad713c6088b2f,train,screenwriter,4f6f2721afe1335b605be9bd1b5c38bf2303fddf0700bdd6390ac3a2d1375cf8,Phil Alden Robinson,Robby Benson,False
0ccf70b4d562f1a19c3a99501ccf4dea4e302fc2955fa666763dc41948489aa6,train,screenwriter,221bcf7dbf402a6d511c3a0075add218f1b7b03bb998ae737d87f63e1dfd0aa0,Dirk Shafer,Roland West,False
0d5ac8ff39b36379c992389e46cf3451f421b713300e6d9131be759d0efc2b3e,train,screenwriter,31f299c396477cc16aa163f9dba34262f556fa72a76056d83aed44c403c67a3a,Govind Nihalani,Catherine Breillat,False
0d68ae4d6c7b3f8cea4a4dd2838c28b8be5997b227c5565ac3a93635334c96e8,train,screenwriter,f579894ebc7bb898490612bcdbe38ebeaf9c4ce2649e230a6407a43c916cfebb,Joel David Moore,David Simon,False
0d836516eb16e7ca6b62acdea9f52e1378e6d8b77b7dcd816316b29c006e6e8e,train,screenwriter,e1c922a08bfd650e08d7dbb0f10f79ca94ab000b6e87db073f67c19af8bf7e49,Woody Allen,William Somerset Maugham,False
0d92a924fc514ef4a8373d80507506738a9bffdd8b5d33bb124c6dbf420a5d35,train,screenwriter,381a008697f9fbf66928f64d165ad395b7f0a4066c4a4ba0a8fb1df4dcf1814d,Jordon Nardino,Park Hoon-jung,False
0da04620e80de95b686ceea85ca992b0a92c1166105dcf600d458eaaef9885d4,train,screenwriter,645b09ac0fb55f2e6953b5fdbc51c40bb6ee507635fc29a337029a52767f300b,Trey Parker,John Fusco,False
0e029141ca24b6ca21c87a2bad0838fac0ee474ceadb05e27bf4dfa88970e589,train,screenwriter,3788ca02dcfd8d072097be4fd3d6fec16e5158babfdc8ae5b8f0c9057dd9e79a,Tinto Brass,Sabina Guzzanti,False
0e3a4058231490fc2867409d24a6581b10edc4aa584d185830463f08056d88e2,train,screenwriter,c047f5d305149877fa7dc6010bfccc27cb9a5be71b5546941b512833a9473323,Sheldon Lettich,Bernhard Schlink,False
0e4eed3c047a555964f01d3fc7c549962a8d9644c21d295ca8b502ba94def16b,train,screenwriter,211b2be21a4eab67aa2cc1b84a3d2f24b5b48dca57ee7f8aeae277bc57af3a1d,Damon Lindelof,Donald Henderson Clarke,False
0f3d80adecf31f92d742ce51b8ae6ca17b83b22762b27098bd5a09feee7cf821,train,screenwriter,9fa45db07e557060da7ac59a5daed8831ad2ab1b888ea7bbc7dbe21b8be4f8a8,James Hilton,Boyapati Srinu,False
0f588d59cd8832d7631df031d7d06303ebc8b3f064f0afbb51268ed0266bac10,train,screenwriter,ec95f3e1df308c72a5e4f8d2816cd27f6cc80f161b6542af7860db9cefe66556,Dardano Sacchetti,Adam Barr,False
0fdae7fd549e02e960889f2e1dce4c64cd734788ce56087136f5ff147eba9f35,train,screenwriter,735844b81efef1399fe342e04e59dfa107ce470cb2b60dc9151d0c1017c4f34b,King Vidor,David Butler,False
100b1a5876c7fb9610c2c685b753939ec64e455f4aef2a8e49adba69b012772c,train,screenwriter,3aca966952da30ca6a1d1a3103733c1b6d73d0ce02be41eb82e664625ca1d008,Vince Gilligan,Nick Cassavetes,False
101f0ea809b0bef33b0320aa3e9a965b983867af5e718532378d283bcc991d6e,train,screenwriter,eae1bab20be2fa47de6444483c32dc0347711997817bbbe11b444a8e305bc862,Gore Vidal,David Benioff,False
1026f9178df5f6b9623ada33e75d38d6481e13fe6fff48ab42302342c7780c0d,train,screenwriter,da708fe49768c86cff245bdf2fcae23574a756ce551c846bcf0765b049430176,Wim Wenders,Steven Soderbergh,False
104e3bc396d5188aec1159425400ecf5e5850b5d5dd6667f628a9dd10a2183ae,train,screenwriter,9e67416c8c734aa29eb07c571d5173735cbb2361e1121549e1631a07abcf72a5,Robert Altman,Kaneto Shindō,False
105e898694a27b17b52a21eff144b3046e1629db10e4e7a38bed3a2f50f46eef,train,screenwriter,1318a6f333286285a6aa936a74641a4fa8e2c8fb752cd0c25cd41aa97990a59c,Don Roos,Christos Tsiolkas,False
106bdb92f7677e5b898110de7ee0ae7f85973189fb25588dbd2ef4655ad0e2eb,train,screenwriter,23a158e90ab0f664ca86f93bb4fdcfb763610e35cd72aa6100decea04031c078,Sinclair Lewis,Brad Falchuk,False
107012368d82495389e453524166439575fd65d5f98826227f67cc829491c0aa,train,screenwriter,271e30f1baca34c99dd6318b59e8e73e609a86a56d14cb7566499a0be582d8e5,Stefan Zweig,Patrick Grandperret,False
108122bc9869ba0dc86ce3ffe174eeed6c51b9d86aa175b7e07d739548b315b0,train,screenwriter,60db69506df234b9c10f22e9145dd81924e13ae21c8212c1f9d4d22dd7bb77b5,Jerry Belson,Debra Hill,False
1111e3194c05a21f218af57fa00c645238763d9ec121b59d78100593ef6e8ac8,train,screenwriter,47e5078346b27b10b430bc62e8dbd876cdbe1ff0d2cdcb5454a8fb64731873d6,Yves Boisset,Sheldon Turner,False
112d0f61900ab24cf4252005822487e7447c624f299c96e509aa6ab6798b5971,train,screenwriter,c1b2796fdb7563a7cf2ee8bc6f0370d81e9849837b1ed43b0fa9915a5a133b0e,Mark Neveldine,Youssef Chahine,False
113f134cfda3fd9fe00490ee554ed9b443cdad83c1dd161dc126d6a3cf3a395a,train,screenwriter,2298276e122a4347de3187de4ea3e6dbe2f03599bd1e0ca64c7a9ad9bdbf365e,Nat Faxon,Michael Hogan,False
114bcfcb39428c48457ad1bafc3bcff357f7194ad7eef5fd348a163295b43137,train,screenwriter,99ebe31f205bac279f9a3fe5b6ec8637377085fc98edbc45cb140df22456dfab,Trey Parker,Edward Bernds,False
117cffd1f099fddad3a15b990ec69800947dbf55a86734d99e3763911b90475c,train,screenwriter,94b2f42049e10a495955c11bc29b294282a87622f81609f6230f7db8187b2bfd,Thyagarajan,Ronny Graham,False
11c783274c7dfc97e97e80e36908a29bb3e1f934e623b2218ebdb8996e1b3529,train,screenwriter,c2c7e5a388c9b6a52e78e80aa2913e80d05d4e35b97e0df8cb434a5a75199aa6,Edwin Justus Mayer,Miles Millar,False
120729119bfe6bc8d67bce9a17ff7b956a397bae731313b8ce29b414e739f444,train,screenwriter,030e82a50ae8c950bb6338ec31a1012a5fb227808c7a47f7fc940e5246a847a5,Oscar Hammerstein II,Luke Davies,False
1230b483c1ef87e7151c95ee4b9bbe71b6e36f4a6f009833c2ac2414425e1bed,train,screenwriter,b2fc9ea2383bc3a3d121d552b8318b87dd8007d19a898f64060c74f983a43386,David Koepp,Don McKellar,False
12719269f41fb24ec9e61fdc942f907bbef9afd82e273bebc467e2ce31a6a2a1,train,screenwriter,20dd25acf86960f29db99623e389d23dc0ec3d035c898017518804fdf82797a0,Lise Mayer,Marshall Brickman,False
12b83ee537de1a0ed7a46f410614445daac776133dbefa0c2d13bcc9dfbbb2cd,train,screenwriter,365912e55993771fbcb43082d694cab3346375c83436a82913bbea266fa52b77,Andrew Stanton,Dore Schary,False
12ccd5a1e1619533cc2d824eb935caccd8fcc2f63fb4c7265de79488a292c44d,train,screenwriter,b773d121c31364934053200cc55c0c0286c7c75c646951f655d1c951c8b939aa,Tony Gilroy,Claude Chabrol,False
1318a6f333286285a6aa936a74641a4fa8e2c8fb752cd0c25cd41aa97990a59c,train,screenwriter,6842124120eaffacde9d1624af49f9634aba4cc2e9bdadac49278ed85ff47d2d,Christos Tsiolkas,Leslie Megahey,False
131b6372da7fbcdb2ae0d02669e82ac0f3ad14d9bed86441423ebda888cd0546,train,screenwriter,e36e6db520d6a2eb60f41a38ac9fd835c2bb6d4d6f517c6a8a9f3116e9e9c8dd,Marshall Curry,Ira Sachs,False
13252bd1c3fdc9720757b142ee5aade225d8d35b7b97c37d21e6b2007233445a,train,screenwriter,08dd42d7698e1f930220d3068e2257de9a9ad5db2f8fda27ce13cde098a15c53,Eric Ambler,John Turturro,False
1365cb7f593157452c07e8c42c0db97df91353f46fb66befd4549d048de63063,train,screenwriter,2a9a4d214eb8fc96ce8da6eda24153f1b4a5a7d269a0ef2f92bdd64c55eefbc2,David Simon,Gregg Araki,False
137f6f44fb1b51cd79e29bd67ca1c4c784bab714d3b71f3ce4447860ae934411,train,screenwriter,f9737ec99cc4f732a1d2c47df2cc5f2cd7d008ceae9939366f95fbca18c7229f,David Simon,Christopher Nolan,False
13a945e07f0f74d48747b4abbb7a93c10683cb3c985913b1c6b12dbf6f7d6d84,train,screenwriter,f36bfb443d80c089493f3d5377fde392ddac8afbbc45303c6b622c07c68f7db4,Jon Favreau,Casey Robinson,False
13d1f5d90444867ab3ea9ff824b592a660e5232b20414b090354b0ab36a13848,train,screenwriter,54a9056b2895bec2acd89fa3eec84a799bc13929d6ef679e01c14afc51e84749,Waldemar Young,Steven Hilliard Stern,False
13da404933a59277c391d7a950c8565eaea38a072888b206b8df00acb31b3714,train,screenwriter,d5c793b5fa94b60cfafed2cc6bf9f64480f47d9598a7982f5703efaba6f29937,Kim Ki-duk,Claude Miller,False
14244ffa317e002c235a938cf0f0b2ac5469fc326976147f69583cb8682c50d2,train,screenwriter,1acd993f001f580ce466feb364283d08765590316563a9262d033f494c17bc97,Kalinda Vazquez,Trey Parker,False
144cc2062b9396f19fb9895a01ab4d7443d28e0537eb60b0917593e025aa1a5e,train,screenwriter,21f773f9241acdfcd4ec9978e33a5570339007c3956f5e223c8e0b57b8bbbf15,Neill Blomkamp,Ettore Scola,False
148228c5e2f3bbb0433a0fbd4a0e5009303f808a848aab87b140b3cff452ef7f,train,screenwriter,e1d67d3e631b6536d078b531b8b5d20335b46c9e26bbedb51baccdfcac929811,Albert Maltz,Sam Simon,False
14cb1ea944f23f7475be0d4a8da6620f0736353f9e4dddad0eede80f4984fbdf,train,screenwriter,b737f0dcca3f1ec7b8e37d392e62aaacc2196f0c90c9fc1c6f02e24e5fb55a71,Susanne Bier,John Meredyth Lucas,False
14f48f974809b13e23f0ebe4d7c323bb9d477fb2c81cdb090491f0bfeda8ba09,train,screenwriter,9de9247fae86bf19952baf7e52f52cacb9fc377b076539c864e8068e796e0471,Sarat Chandra Chattopadhyay,Harlan Ellison,False
15286f5c6eddbc7f4eb1f643ac06e650af2b03d48da9388bd1b5d59a8bdb44e6,train,screenwriter,989a928fdc2ce4bd62c99823e8372438a9aed8267004a7f218f350846e0191ee,Roland West,Natalie Portman,False
1541fc30332b3c45593b239481a830ecf9c545bf9f6ea9e6c6a8e08e231200f6,train,screenwriter,62ded8ad94a1965276b82689c026a39aaab88ac68bf127ec24a21c503ae0a7ed,Dario Argento,Doris Lessing,False
1581aefbd805e08ad80402a60947d026d8701d6e2beb8673969c3d7a23884407,train,screenwriter,48e3f7d478000931c94c72994a4068c49ff39331ab7bb4edf2b760373def1ecd,Milcho Manchevski,Krzysztof Krauze,False
15985d443dbd2c37cfbce4ffe6b397dee3b69166a1677c7666410413e591348a,train,screenwriter,b757d48b34c4f6ba27253760c226bf1702e4582c80c80110f4d02b4f01560c26,Robert Towne,Dodie Smith,False
15c26f850cdef21ca6eaba3ad125a096f2ec61d974c3c0cf5ac0af317c2a5dba,train,screenwriter,67fcc36462e0508184e0297b6c897c9022b83ac00f95b399f20c5ec3363ea432,Hannah Fidell,Jules Furthman,False
15f32331b89dbd93a4878304986040a812d582cab31d9e93f7be6442a4ff3b34,train,screenwriter,cf24e19521551ca0de5ee57d456982f038534ff29d2856be4d3e690ec5b9a777,Katie Dippold,Mike Figgis,False
166dd7fc22f890bbc84a145df7621b6dcd39b6c3bf5868af4c735c65c11ab2fc,train,screenwriter,eadba6354d7b12d51a630394f562ccbed3a8e712404cd266f72bfa32165d8177,Hou Hsiao-Hsien,Jean-Jacques Andrien,False
172ed33c16517174798da0ca7e0690eaadceb5c220ef1c1a28976ba2ffe1fe2d,train,screenwriter,9c8c5ba862edf4c9333b3a8f8885476ae45ecaa8a629417535eca5a00d7b950a,Jon Turteltaub,Allan Loeb,False
177089c0cd38c772a76c9bff30539c08a994fa6dd37e41df96dcc4c3b18dd41a,train,screenwriter,1541fc30332b3c45593b239481a830ecf9c545bf9f6ea9e6c6a8e08e231200f6,Robert Lepage,Dario Argento,False
17f3d3d4e2542aeb0de862763b8cb0db5c5bbb0314540c5b895620bdc344e937,train,screenwriter,788c077846ebb1a83d1f2905b02f2444dcb1d0fa91688b0b831f5d8ecea80355,Duane Whitaker,Kim Ki-duk,False
1819b8191050b6a3318388ded35e1710b188b04256cce042e46b08b0102c58fc,train,screenwriter,6002832a86911afadd2d4db0977809119b48f95b3e80d03b7db83944dc18d223,Mitchell Lichtenstein,Ethan Hawke,False
18adf049e356c6d0ff0e0ffde026744f530fe87ed3cbd950cde28556c7770433,train,screenwriter,665b52cb6f1ad030d2759233b0528262df34a0a6424f48bec12ce1f4081975f6,Paul Cox,Angela Kang,False
18af128edec9eec3b06081515e720be284654c1de4ebdf1d3185c10523775df5,train,screenwriter,343c39a4bda5d4dbc081d9cce3f231876d41149a9139c437cc0a7a32a87486f3,Gene Stupnitsky,Andy Warhol,False
18b3914745cad0e49ee0c97dc710bfaf37f1f65b6155c78f7d0913954015ce97,train,screenwriter,0a4684c661ad14cb9dee2d1dcaade1f162187ab22d712c5fd009896db8f4898f,Park Chan-wook,Raghava Lawrence,False
18bbf1be9da1f80eb63d47a02fed12f0e8118a2fb45246ffdc76dc2a755aaeae,train,screenwriter,93c632b7addcfc2ed19cc93f188ef45a94d4a64b15c3957fbc874485530eb68d,Aaron Sorkin,"Adolfo Alix, Jr.",False
18dff32dce036bd4c82cd1a009459a5452b7e09397236b0148b5afd18be82c98,train,screenwriter,3a504949112c2901dcd7a89b25981d8ff04153323c29fdc439438f100f7af404,Bernardo Bertolucci,Takeshi Kitano,False
190f874541425d61863972d85f66b4ecec1d5938729aeeee026325831159cd1e,train,screenwriter,1a77f0a85160fa050cad79ca12e1d080a33a3c078de698c8a535ba6642656998,Julie Delpy,Steve Martin,False
1993551026f900e0a3fc5cb03fa061572d90a0eab5a0dba51f9623ff7df4182f,train,screenwriter,0d836516eb16e7ca6b62acdea9f52e1378e6d8b77b7dcd816316b29c006e6e8e,Xavier Giannoli,Woody Allen,False
19966be5b5cb9f1950fc0ae7fe8932d3d3f9013d9076987c04f4f71f4c9a39c4,train,screenwriter,c3482569355b6165667a1e6e2ef71a6e35b5742fa8c5930596594760ed03bf6b,Antun Vrdoljak,Werner Schroeter,False
19f3a1d67f3ff735237880d3e2bb70ec7014ba02f3cae6076684ded19d2ec51a,train,screenwriter,57544f262be6a6f91cfbce6606333d6dc0536355af0d8cb0fa82d869e82a0705,Michael Hoffman,Jean Dujardin,False
1a41b5e9b5041c1fcddbd9e8fcb3726a2f0cea71d25ff277195e6447ca2a36fc,train,screenwriter,9bd7286f21953fc4b7996865890d92d647161fe6d18cf0c377688d138165dd81,Andy Warhol,Christopher Isherwood,False
1a627b90f4a3b60ab4d5661bf54a2d6b917f8e80d7305e5eb725e739fcfd78df,train,screenwriter,57769b656317b0cd956d7046f9d3d19dac64cf241be75df7515d516668e72763,Franz Kafka,Stuart Blumberg,False
1a74c244b18424d068af7e801841bedfa68751d30d3758bb9a10644d5fdadce1,train,screenwriter,0ccf70b4d562f1a19c3a99501ccf4dea4e302fc2955fa666763dc41948489aa6,Betty Comden,Dirk Shafer,False
1a77f0a85160fa050cad79ca12e1d080a33a3c078de698c8a535ba6642656998,train,screenwriter,74bc19dd85d7b5949d5b2eb51df71004be231e20a12c2e656b00af8afa285235,Steve Martin,Patrick Marber,False
1ac041e56659977d7baff778437df6cd13f3460570ecd12ff1e9fb14fa4bafc1,train,screenwriter,6bf46a18621531e6b4fd725d81e0d6507625404a9281977764a98e51a80a95b9,Edith Wharton,Glen Morgan,False
1acd993f001f580ce466feb364283d08765590316563a9262d033f494c17bc97,train,screenwriter,8029931f6062281843982522ba2f089239c6eba63e940293c067895dfb832881,Trey Parker,Antonio carglass,False
1ad3c6e449e04137120b60be6318648c96996d7e6c44b0fb04acd60849bcb932,train,screenwriter,177089c0cd38c772a76c9bff30539c08a994fa6dd37e41df96dcc4c3b18dd41a,Ingmar Bergman,Robert Lepage,False
1ae2aa32a965457202ec0eb48747699e22e1ee28c043497c43708e8459a9022c,train,screenwriter,095d65a1d4868d19c7f13e2dfa33d8486b5295d59c2031bd1335a88d33e6fe75,Everett De Roche,Wojciech Marczewski,False
1b11a89af3aa9aed8b5195ee0b04fbaa8dae081b6a940e75dab46989c0aebb5e,train,screenwriter,504c9a6f1b766e1e654f1632e26e44e456fdd7e3ce9a9e1479c84013da9f41ae,Paddy Chayefsky,Toby Emmerich,False
1b406ea10d1588ce6faf8868154e3c6ca7205829e37d7fc151e3defca59b890d,train,screenwriter,38533bd215ccf6d35f5b79e64bee9b8c2d57aee116c597ba604dfe6053c58694,Steven Shainberg,David Keith,False
1bb78e583c80100dca80c5b21ac31a9e4e625064785a10f1a3bde3720e545800,train,screenwriter,c1fce061f0cb43c97ce6408160fd9ff155755fbd0a76e31f0466224971c345e3,David Cronenberg,Norman Krasna,False
1bd4dd4f5cfd54b48b18d87e9ee78eb1bd625eda41ead631970b1ee64ec4f962,train,screenwriter,7d6175e9444c3ae5b98faea64688db1350e6f2457c286149f8c48493a01966a4,Chris Chibnall,Thomas Schnauz,False
1c196bf1aa838df7aa14872f1f785b1a423c23d9d63aa7a398979906d0ab4962,train,screenwriter,29150ea717381be13e88e7ef6b15eb9888605b670a3628615bd09a7bb16f5220,Lenin Rajendran,Maximilian Schell,False
1c80d6ee1c2a3909f25e0dd4ae14f43a7c4693ee478b7f57deeeac51ca5a46f6,train,screenwriter,8408f694a4a35e2c117f554a221a4dd6f2794f53a47b9d149b5247771f09813b,Lise Mayer,Dick Thompson Morgan,False
1c99eb7107484823fc77e2c08ba1a4792470ff039adefc8801516fc2e20e08d5,train,screenwriter,08317d677389698087ecc9070ed1e425e5d73bf7aa56b98c63d1d18fc68ed6b7,John Gilling,K. S. Sethumadhavan,False
1ca55a81f63407cb78daaa21d47cf23ac494ce2979bc546986539b78d93403cf,train,screenwriter,710f506b00f4e63e31e443c06f5a08f6ea731a05816e08a6cc1d2559b97a307d,Stan Laurel,Manoj Kumar,False
1cedd4c43856ae2746234ebeb3b071600cad54117758b1fb4031ddafbca30315,train,screenwriter,93ec762a0625a9667c0237c1334e6516644be48a2bebbc97ce63952b2b59d624,Feng Xiaoning,Terence Winter,False
1cf8d5ff60c57b84b6c8606367bca4e8ede271e701f08cae9cf897d720918d60,train,screenwriter,f6b92f064313c72a44b63351d957791b4e53314b58d863c610bc5d2bed446ca4,Mitchell Hurwitz,Walter Hill,False
1cfc38a23372df4d9dc223060b36be0f17b5f2f3388aaecd75ae551b52975eb7,train,screenwriter,08dd42d7698e1f930220d3068e2257de9a9ad5db2f8fda27ce13cde098a15c53,Abbas Kiarostami,John Turturro,False
1d8d7b9c42a10238a432198bda7d7ba7eaa7e6aae28edf81abe44b50f7c330f4,train,screenwriter,2c2d4769d0fcb0964dcb049efb935088e4f27a49cc894f0a373495cf76b925e0,George Pelecanos,Kenneth Biller,False
1db90c476b5ff6ec6a3918545b5fcde988db1d10d66bd3cf1bd2d9ea6752f7a7,train,screenwriter,44159a1d109646ebe33b5f26830836e44787026af9160a360a0e8d90be3fcec9,Michael Haneke,Sandy Welch,False
1dc971ef6e28c04b3cb52ca6b1e4593afced8d726b71061d70b47fee633b87a2,train,screenwriter,264c24aa8cd131ec1a0eb0184edce6dde0cad47b216503265fe90b285e1c1bb0,Tony Gatlif,Steve Purcell,False
1dca64f9e6606ca154d3833c87ee38a40904eb2a5619345cb6f3b75aadbe215c,train,screenwriter,48c46e0ed89bd63db85e9c231306c0e9a4d730d467eda1bca038f38b07bfb509,Jack Hibberd,Gabriele Muccino,False
1e21d3f32c4c24d8eca74c3a34bdfad48fc138cae89206f014d7fc7fb8852455,train,screenwriter,5fb321318a27989522335331520a9ebcf21152bd1d2602ffdb3944615c1c5415,Paul Laverty,Allan Loeb,False
1e7b6d3d52dbf64a83c71ee45d4d6c30fd784b5ed6633077780facb2c7dbdd60,train,screenwriter,85a0797048a210a00b744e0b2fe3cf8cb8bfa58013305de32c0abf3e3b6cc5db,Catherine Masud,Adam Horowitz,False
1e88d47e24b4ec7b1541c830ffc3d452364dfaedc1194ffa681229df8882b9c5,train,screenwriter,53f1f84a5e38e6c689dd9d404670ebf1fc3fc6199d54cd4ea0daaffd6d504159,Sally Wainwright,Hugh Leonard,False
1f0077007a063f4b53e87714d2a0f7ff5731b91259a8255098983c7907195a0c,train,screenwriter,0e3a4058231490fc2867409d24a6581b10edc4aa584d185830463f08056d88e2,John Carpenter,Sheldon Lettich,False
1f03bd0fa36e7114386f5f9f4fb2f2bef673d1e781d3a15d7483affe33b14cec,train,screenwriter,04b4e81dbf80b378124189625b29a1f7b15c10482096075fe0e9de6797f421b5,Hume Cronyn,Gary Rydstrom,False
1fa76dec18fccac9c02db3f6e3e72722850706e4e5cf549736d53568112d9024,train,screenwriter,42f484610b6539135bc14c1892fc7af16d354b15c7bd3784a7457f3b354ab744,Coline Serreau,Jon Kasdan,False
2028bc105d6a56aea717763c7268de6d6a83221163cc2fabaa2d413547e62cbc,train,screenwriter,7a63ad175afe9c3d02c0225d5a46edcbde726fb70d87fe60b364a8fc5525002f,Diane English,Julien Leclercq,False
20624f01c43b0f18f4744f4c5c056b92515966f330d3b98b2bd332e6964c61d1,train,screenwriter,267de1785d9c08f92967638fedabcd61f45d09a8ce05672d881facf292b30447,Neil Simon,Bahram Bayzai,False
20dd25acf86960f29db99623e389d23dc0ec3d035c898017518804fdf82797a0,train,screenwriter,29c98c452a78b06c7cb3a71e55166b4818520061cd5dd614c326e22fc7d80726,Marshall Brickman,John Ridley,False
211b2be21a4eab67aa2cc1b84a3d2f24b5b48dca57ee7f8aeae277bc57af3a1d,train,screenwriter,9ece770d7500f1072c20f784a8bd47c0e1a17c3b495088e97438babba4ff0eaa,Donald Henderson Clarke,Leo Tolstoy,False
212c8fed0e3f21e24f5effad5688de8bc4a6c88821f5d288ffcaa281af5ddcaa,train,screenwriter,cbc18e42ad929da667d252ee57d2082fd8f06fc507f0a2792aca84d666d87077,John Sayles,Jean Becker,False
2186e1ddc52401e0af52b44f49ee6392177511ef7d09c1ae29d8ad612e6f338c,train,screenwriter,1b11a89af3aa9aed8b5195ee0b04fbaa8dae081b6a940e75dab46989c0aebb5e,Tsai Ming-liang,Paddy Chayefsky,False
21a54b8023a7299baa0ce1abb9f2dfd98d4e20650987bfc968befeacc764a73b,train,screenwriter,39f312193ad4806849d4a86b6a1edc25cb81c0d727eac0a375fe3d7b95396dc4,Jim Jarmusch,Jules Dassin,False
21b8aa5a13264af2afb22761a88b533f4bcb0f94b3393128e2246d0c88785279,train,screenwriter,76e08614eb520df0b88c33d2102b5fddf25e600c3d7e4aed7198413c51f062f6,Dariush Mehrjui,Mahesh Elkunchwar,False
21f773f9241acdfcd4ec9978e33a5570339007c3956f5e223c8e0b57b8bbbf15,train,screenwriter,eef2d702c02511af72d03c7c256d856d9a36800632c15b19246700395dd6875c,Ettore Scola,Chris Carter,False
2212751f147f6c6b2c99f8d72b51eb0790949d206293a8ad2295541a7f19da5d,train,screenwriter,aab590063f8f9a9c417bdadb50551457d255098e24c88d90e864b4ffc3b77fbd,Hong Sang-soo,Russ Meyer,False
221bcf7dbf402a6d511c3a0075add218f1b7b03bb998ae737d87f63e1dfd0aa0,train,screenwriter,3c8149b3c0a96784725f92e87c99a47ce29a1c793ca4e3d31d1a047c5eb2219d,Roland West,Raghava Lawrence,False
2270f4c0546c332bc1d0790af8b5cc9cd5f0ea7a49707aa3683b9bd745b56ffa,train,screenwriter,d5c793b5fa94b60cfafed2cc6bf9f64480f47d9598a7982f5703efaba6f29937,Margarethe von Trotta,Claude Miller,False
22895194d3cdab5b33e9652e00f92bff6d07dddecd70ed569fa1230ca7dc54df,train,screenwriter,26256fffdcee8463fdfec567bf905f62c1997ca1418071e9596640feba30f208,Louis Sachar,Dario Argento,False
2298276e122a4347de3187de4ea3e6dbe2f03599bd1e0ca64c7a9ad9bdbf365e,train,screenwriter,6911317c15fb507bafeae25ed090a0529468f7678e4a66f218e34a3ed6033375,Michael Hogan,Charlie Chaplin,False
22fb89fefc450dabad4020de934be440f537a51064cf718acfb8e90a3d7242ec,train,screenwriter,83caf601a10f18d32badf3298a8f4b6dd7d22e34d3c83a88e2b6fba5808dbfb4,Tom Perrotta,Pernille Fischer Christensen,False
237afcfc0466cb92414210f7ba456f26647e42e326103f7b19d43bad28f575bc,train,screenwriter,ec2ab9a1839215b04bbe0a09b8cb9cc481f2550575c993dd10b48b120e53c2bf,Frederick Knott,Mark Jackson,False
23a158e90ab0f664ca86f93bb4fdcfb763610e35cd72aa6100decea04031c078,train,screenwriter,b0cfc3370dc5f1b6f4b52da459214d0a539847f599e2276b7ea84f33a46719c7,Brad Falchuk,Matthew Vaughn,False
23cf273b4e13775e341eab80ad663c9cb1d1355fe7b726d5f9a474757477ee2a,train,screenwriter,be4f9cda88d956f895c7579a4b9755eb6cd815f4386134ceab71e4b16416851a,Nikhil Advani,Drew Pearce,False
243884dbbcd67072f3e5ffc9a66e88a11b94b37b23d109248d59c0535f6ac84e,train,screenwriter,8228ab19dbfc897930999e416fd6539eb8c3c4619fa02790904675e15a96d081,Brian Helgeland,Samuel Hoffenstein,False
245302ab167439235e8cbd094daf2a7f429ed021b4abe0f8924ec85b5e6ea5f6,train,screenwriter,53afcfe0bce0154e16302e0ac865d632c744a168d2c4cf075155bc172dba426b,Jafar Panahi,Joy Lusco,False
24673c335923f773fb059e53d8aa546830f48901506374d235423dcc39fbd296,train,screenwriter,2e4bcf496ad79b8e8278726095cf3e0701b0bee8a607230ec460dacd4a9c841a,Lise Mayer,Diane Johnson,False
25217715c02aabcbec0b0666e580cd5a6d86fdc5f77f0f6f5abc3397bf333a90,train,screenwriter,ad76ba795e31e2515d803494674f18048880ed556341ed1cada2cd66bc9b3ea0,John Banville,Karl Tunberg,False
252cf74cac571857ec84b36893ba982968d956394cd94b25a81bca26629120b4,train,screenwriter,2d9bf0cd54589d0fe018ff71504781f46eec090fddfafba80faff21600801479,Curt Siodmak,Biddu,False
2533ba36df0a4fad97ea669e50145a071ca9295d5e678f0da16fdb059cf5bd38,train,screenwriter,243884dbbcd67072f3e5ffc9a66e88a11b94b37b23d109248d59c0535f6ac84e,Chris Chibnall,Brian Helgeland,False
25716cb7a0b5820df15c29ed8742e285d35220b0857863045f9936fdd292662b,train,screenwriter,fad2af61fa9391096e0544d381a70d78548e65140adc1545bd2851027f584263,Matthew Lessner,Abbas Kiarostami,False
25d13d49522a4d4f516591521f82f0262694b14dec0b8bd9d436ede09ceb2421,train,screenwriter,cc5b102885a66e9220d3da18340efc026c376f85c998e1d3e634840001dc2dac,Jason Reitman,David Hare,False
26256fffdcee8463fdfec567bf905f62c1997ca1418071e9596640feba30f208,train,screenwriter,f0b19446861fb8e6d428e383a6c3dc507e6fd607a4324199fbd9124657460eb8,Dario Argento,Anoop Menon,False
26307bb926c53c52e4b5b30a7d3586e85ee6021d6f9edf4f765dd92c2a5ecc64,train,screenwriter,0595a28dc8f0ade04246e49a92dfba5ceb85bbc65963fadc549d258780fbad70,Rik Mayall,Florian Henckel von Donnersmarck,False
264c24aa8cd131ec1a0eb0184edce6dde0cad47b216503265fe90b285e1c1bb0,train,screenwriter,5e726b2cf117be91620ed30605909b6e44ee31d191287324a5b4560acdd5c4a6,Steve Purcell,Larry Cohen,False
265bfba6e0f1275bdcdb42e55eaed71a7a3057413094fd77c6076549fe165df4,train,screenwriter,0d836516eb16e7ca6b62acdea9f52e1378e6d8b77b7dcd816316b29c006e6e8e,Larry Clark,Woody Allen,False
