source_group_id,cell,d1_predicted_label,seg_predicted_label,d1_l_A,d1_l_B,d1_d_raw,seg_l_A,seg_l_B,seg_d_raw,label_match,l_A_bf16_ulp,l_B_bf16_ulp,d_raw_abs_diff
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SO,B,B,-3.140625,13.9375,-17.078125,-3.171875,13.875,-17.046875,True,4.0,2.0,0.03125
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,SS,B,B,0.83203125,17.0,-16.16796875,0.6796875,17.0,-16.3203125,True,78.0,0.0,0.15234375
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OO,A,A,16.5,0.3984375,16.1015625,17.0,0.921875,16.078125,True,8.0,536.0,0.0234375
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,OS,B,B,-5.96875,16.25,-22.21875,-5.9375,16.375,-22.3125,True,2.0,2.0,0.09375
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SO,B,B,-1.8671875,15.25,-17.1171875,-1.71875,15.3125,-17.03125,True,38.0,2.0,0.0859375
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,SS,B,B,0.37890625,17.5,-17.12109375,0.494140625,17.625,-17.130859375,True,118.0,2.0,0.009765625
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OO,A,A,13.625,-3.546875,17.171875,13.3125,-3.8125,17.125,True,10.0,34.0,0.046875
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,OS,B,B,-3.828125,15.0625,-18.890625,-3.890625,15.0,-18.890625,True,8.0,2.0,0.0
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SO,B,B,-3.0,15.8125,-18.8125,-2.78125,16.25,-19.03125,True,28.0,14.0,0.21875
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,SS,A,A,14.375,1.2265625,13.1484375,14.25,0.7109375,13.5390625,True,4.0,132.0,0.390625
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OO,A,A,13.6875,-1.828125,15.515625,13.8125,-1.734375,15.546875,True,4.0,24.0,0.03125
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,OS,B,B,-6.96875,14.75,-21.71875,-7.03125,14.6875,-21.71875,True,4.0,2.0,0.0
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SO,B,B,-7.28125,13.5,-20.78125,-6.90625,13.625,-20.53125,True,24.0,4.0,0.25
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,SS,A,A,14.4375,-1.359375,15.796875,14.3125,-1.296875,15.609375,True,4.0,16.0,0.1875
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OO,A,A,14.5625,-4.3125,18.875,14.375,-4.375,18.75,True,6.0,4.0,0.125
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,OS,B,B,-6.25,15.375,-21.625,-5.9375,15.6875,-21.625,True,20.0,10.0,0.0
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SO,B,B,10.875,17.0,-6.125,12.0,16.75,-4.75,True,36.0,4.0,1.375
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,SS,B,B,1.6171875,17.375,-15.7578125,1.46875,17.25,-15.78125,True,38.0,2.0,0.0234375
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OO,A,A,15.5,-3.046875,18.546875,15.375,-3.203125,18.578125,True,4.0,20.0,0.03125
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,OS,B,B,-5.15625,15.75,-20.90625,-5.375,15.9375,-21.3125,True,14.0,6.0,0.40625
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SO,B,B,13.1875,15.375,-2.1875,14.0,15.25,-1.25,True,26.0,4.0,0.9375
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,SS,A,A,16.875,6.65625,10.21875,16.625,6.375,10.25,True,4.0,18.0,0.03125
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OO,A,A,14.625,-4.46875,19.09375,14.625,-4.53125,19.15625,True,0.0,4.0,0.0625
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,OS,B,B,-4.71875,14.875,-19.59375,-4.625,15.0,-19.625,True,6.0,4.0,0.03125
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SO,B,B,-4.65625,15.5,-20.15625,-4.1875,15.625,-19.8125,True,30.0,4.0,0.34375
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,SS,A,A,16.875,5.0625,11.8125,17.0,5.78125,11.21875,True,2.0,46.0,0.59375
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OO,A,A,14.25,0.78125,13.46875,14.4375,0.5859375,13.8515625,True,6.0,100.0,0.3828125
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,OS,B,B,-4.8125,13.875,-18.6875,-4.78125,13.75,-18.53125,True,2.0,4.0,0.15625
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SO,B,B,-2.046875,15.625,-17.671875,-1.8671875,15.5625,-17.4296875,True,23.0,2.0,0.2421875
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,SS,A,A,14.6875,1.5390625,13.1484375,14.5625,1.4140625,13.1484375,True,4.0,32.0,0.0
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OO,A,A,14.625,-0.54296875,15.16796875,14.75,-0.31640625,15.06640625,True,4.0,116.0,0.1015625
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,OS,B,B,-4.65625,15.5625,-20.21875,-5.0,15.5,-20.5,True,22.0,2.0,0.28125
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SO,B,B,-2.765625,15.0625,-17.828125,-3.078125,14.9375,-18.015625,True,40.0,4.0,0.1875
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,SS,B,B,10.625,17.875,-7.25,10.875,17.875,-7.0,True,8.0,0.0,0.25
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OO,A,A,13.8125,-5.125,18.9375,13.4375,-5.1875,18.625,True,12.0,4.0,0.3125
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,OS,B,B,-7.15625,14.0,-21.15625,-7.28125,14.0,-21.28125,True,8.0,0.0,0.125
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SO,B,B,-5.78125,14.875,-20.65625,-5.625,15.0,-20.625,True,10.0,4.0,0.03125
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,SS,A,A,17.75,7.6875,10.0625,17.875,7.6875,10.1875,True,2.0,0.0,0.125
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OO,A,A,14.75,1.796875,12.953125,14.75,2.03125,12.71875,True,0.0,60.0,0.234375
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,OS,B,B,-5.4375,15.8125,-21.25,-5.4375,15.6875,-21.125,True,0.0,4.0,0.125
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SO,B,B,-4.5625,15.0625,-19.625,-4.65625,15.0625,-19.71875,True,6.0,0.0,0.09375
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,SS,B,B,2.515625,16.875,-14.359375,2.53125,16.875,-14.34375,True,2.0,0.0,0.015625
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OO,A,A,14.0625,-4.53125,18.59375,14.25,-4.28125,18.53125,True,6.0,16.0,0.0625
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,OS,B,B,-7.125,16.0,-23.125,-7.21875,16.125,-23.34375,True,6.0,2.0,0.21875
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SO,B,B,2.234375,15.3125,-13.078125,2.453125,15.1875,-12.734375,True,28.0,4.0,0.34375
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,SS,B,B,0.87890625,17.5,-16.62109375,0.703125,17.75,-17.046875,True,90.0,4.0,0.42578125
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OO,A,A,14.875,-1.234375,16.109375,14.5625,-1.5859375,16.1484375,True,10.0,90.0,0.0390625
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,OS,B,B,-6.40625,15.5,-21.90625,-6.59375,15.625,-22.21875,True,12.0,4.0,0.3125
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SO,B,B,-1.4140625,15.6875,-17.1015625,-1.890625,15.5625,-17.453125,True,122.0,4.0,0.3515625
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,SS,B,B,8.4375,16.125,-7.6875,7.46875,16.25,-8.78125,True,31.0,2.0,1.09375
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OO,A,A,15.375,-2.875,18.25,15.25,-2.71875,17.96875,True,4.0,20.0,0.28125
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,OS,B,B,-6.78125,14.125,-20.90625,-6.75,14.1875,-20.9375,True,2.0,2.0,0.03125
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SO,B,B,-4.375,14.625,-19.0,-4.46875,14.625,-19.09375,True,6.0,0.0,0.09375
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,SS,A,A,15.4375,4.75,10.6875,15.4375,4.53125,10.90625,True,0.0,14.0,0.21875
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OO,A,A,13.75,-2.140625,15.890625,13.5,-2.296875,15.796875,True,8.0,20.0,0.09375
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,OS,B,B,-5.78125,15.0625,-20.84375,-5.84375,14.875,-20.71875,True,4.0,6.0,0.125
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SO,B,B,-2.4375,14.0625,-16.5,-2.734375,13.9375,-16.671875,True,38.0,4.0,0.171875
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,SS,B,B,14.5,17.5,-3.0,15.25,17.375,-2.125,True,24.0,2.0,0.875
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,OO,A,A,17.125,4.03125,13.09375,17.375,4.46875,12.90625,True,4.0,28.0,0.1875
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,OS,B,B,-4.21875,14.8125,-19.03125,-4.1875,14.9375,-19.125,True,2.0,4.0,0.09375
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,SO,B,B,-4.28125,15.0,-19.28125,-4.28125,15.25,-19.53125,True,0.0,8.0,0.25
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,SS,A,A,14.5625,4.625,9.9375,15.125,5.125,10.0,True,18.0,32.0,0.0625
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,OO,A,A,15.0625,-2.09375,17.15625,15.1875,-2.0625,17.25,True,4.0,4.0,0.09375
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,OS,B,B,-5.625,16.0,-21.625,-5.53125,16.125,-21.65625,True,6.0,2.0,0.03125
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,SO,B,B,-3.484375,15.6875,-19.171875,-3.34375,15.6875,-19.03125,True,18.0,0.0,0.140625
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,SS,B,B,-0.423828125,17.5,-17.923828125,-0.486328125,17.5,-17.986328125,True,64.0,0.0,0.0625
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,OO,A,A,14.5,-2.796875,17.296875,14.25,-2.796875,17.046875,True,8.0,0.0,0.25
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,OS,B,B,-6.34375,16.0,-22.34375,-6.3125,16.0,-22.3125,True,2.0,0.0,0.03125
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,SO,B,B,13.3125,14.25,-0.9375,13.25,14.1875,-0.9375,True,2.0,2.0,0.0
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,SS,B,B,-1.859375,16.625,-18.484375,-2.015625,16.5,-18.515625,True,40.0,2.0,0.03125
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,OO,A,A,16.0,-0.73828125,16.73828125,16.0,-0.75,16.75,True,0.0,6.0,0.01171875
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,OS,B,B,-7.96875,14.9375,-22.90625,-7.90625,14.9375,-22.84375,True,4.0,0.0,0.0625
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,SO,B,B,-3.09375,14.125,-17.21875,-3.03125,14.125,-17.15625,True,8.0,0.0,0.0625
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,SS,B,B,3.71875,17.0,-13.28125,3.25,16.75,-13.5,True,60.0,4.0,0.21875
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,OO,A,A,14.9375,-2.9375,17.875,14.875,-2.828125,17.703125,True,2.0,14.0,0.171875
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,OS,B,B,-8.125,14.4375,-22.5625,-8.3125,14.5,-22.8125,True,6.0,2.0,0.25
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,SO,B,B,-6.5625,14.75,-21.3125,-6.375,14.875,-21.25,True,12.0,4.0,0.0625
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,SS,B,B,13.75,15.625,-1.875,14.6875,15.25,-0.5625,True,30.0,12.0,1.3125
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,OO,A,A,15.5625,-1.8515625,17.4140625,15.375,-1.9609375,17.3359375,True,6.0,28.0,0.078125
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,OS,B,B,-2.984375,14.9375,-17.921875,-2.859375,15.0,-17.859375,True,16.0,2.0,0.0625
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,SO,B,B,-4.40625,16.0,-20.40625,-4.28125,15.9375,-20.21875,True,8.0,1.0,0.1875
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,SS,B,B,9.6875,17.5,-7.8125,9.1875,17.5,-8.3125,True,16.0,0.0,0.5
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,OO,A,A,15.875,-1.3515625,17.2265625,16.0,-1.4765625,17.4765625,True,4.0,32.0,0.25
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,OS,B,B,-6.34375,15.75,-22.09375,-6.5,15.6875,-22.1875,True,10.0,2.0,0.09375
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,SO,B,B,1.0,14.9375,-13.9375,0.890625,14.6875,-13.796875,True,28.0,8.0,0.140625
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,SS,B,B,-1.5,16.625,-18.125,-1.5859375,16.625,-18.2109375,True,22.0,0.0,0.0859375
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,OO,A,A,14.1875,0.1279296875,14.0595703125,14.0625,0.07763671875,13.98486328125,True,4.0,103.0,0.07470703125
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,OS,B,B,-6.96875,15.0625,-22.03125,-6.96875,15.125,-22.09375,True,0.0,2.0,0.0625
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,SO,B,B,-0.46484375,14.125,-14.58984375,-0.80859375,14.125,-14.93359375,True,352.0,0.0,0.34375
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,SS,B,B,8.625,18.125,-9.5,8.875,18.125,-9.25,True,8.0,0.0,0.25
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,OO,A,A,15.375,-0.07958984375,15.45458984375,15.0625,-0.279296875,15.341796875,True,10.0,818.0,0.11279296875
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,OS,B,B,-6.28125,14.9375,-21.21875,-6.5,14.9375,-21.4375,True,14.0,0.0,0.21875
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,SO,B,B,-2.21875,14.9375,-17.15625,-2.59375,14.6875,-17.28125,True,48.0,8.0,0.125
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,SS,B,B,3.6875,16.5,-12.8125,3.921875,16.75,-12.828125,True,30.0,4.0,0.015625
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,OO,A,A,13.5625,-3.9375,17.5,13.5,-3.8125,17.3125,True,2.0,16.0,0.1875
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,OS,B,B,-6.5625,15.125,-21.6875,-6.53125,15.0625,-21.59375,True,2.0,2.0,0.09375
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,SO,B,B,10.6875,15.875,-5.1875,10.4375,15.875,-5.4375,True,8.0,0.0,0.25
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,SS,B,B,-0.330078125,17.125,-17.455078125,-0.0986328125,17.25,-17.3486328125,True,237.0,2.0,0.1064453125
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,OO,A,A,14.875,-3.59375,18.46875,14.8125,-3.53125,18.34375,True,2.0,8.0,0.125
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,OS,B,B,-6.03125,14.25,-20.28125,-6.34375,14.125,-20.46875,True,20.0,4.0,0.1875
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,SO,B,B,-1.4453125,14.25,-15.6953125,-1.8984375,13.8125,-15.7109375,True,116.0,14.0,0.015625
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,SS,B,B,4.96875,18.5,-13.53125,4.125,18.125,-14.0,True,54.0,6.0,0.46875
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,OO,A,A,14.125,-3.734375,17.859375,14.0625,-3.78125,17.84375,True,2.0,6.0,0.015625
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,OS,B,B,-6.75,14.6875,-21.4375,-6.84375,14.625,-21.46875,True,6.0,2.0,0.03125
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,SO,B,B,6.15625,16.375,-10.21875,6.03125,16.375,-10.34375,True,8.0,0.0,0.125
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,SS,B,B,8.25,17.875,-9.625,8.0625,17.875,-9.8125,True,6.0,0.0,0.1875
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,OO,A,A,14.3125,-2.6875,17.0,14.125,-2.625,16.75,True,6.0,8.0,0.25
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,OS,B,B,-7.09375,15.625,-22.71875,-7.0625,15.6875,-22.75,True,2.0,2.0,0.03125
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,SO,B,B,3.25,15.625,-12.375,3.5,15.625,-12.125,True,32.0,0.0,0.25
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,SS,B,B,4.96875,16.625,-11.65625,5.0,16.625,-11.625,True,2.0,0.0,0.03125
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,OO,A,A,14.125,-3.265625,17.390625,14.3125,-3.0625,17.375,True,6.0,26.0,0.015625
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,OS,B,B,-5.6875,15.0,-20.6875,-5.25,15.4375,-20.6875,True,28.0,14.0,0.0
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,SO,B,B,7.5625,15.9375,-8.375,7.5625,16.125,-8.5625,True,0.0,6.0,0.1875
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,SS,B,B,3.390625,17.875,-14.484375,3.15625,17.5,-14.34375,True,30.0,6.0,0.140625
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,OO,A,A,14.125,-0.361328125,14.486328125,14.1875,-0.30859375,14.49609375,True,2.0,54.0,0.009765625
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,OS,B,B,-6.3125,14.5625,-20.875,-6.375,14.4375,-20.8125,True,4.0,4.0,0.0625
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,SO,A,A,15.5,11.3125,4.1875,15.4375,11.4375,4.0,True,2.0,4.0,0.1875
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,SS,B,B,3.671875,17.0,-13.328125,3.609375,17.125,-13.515625,True,8.0,2.0,0.1875
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,OO,A,A,14.5,-2.46875,16.96875,14.6875,-2.28125,16.96875,True,6.0,24.0,0.0
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,OS,B,B,-4.25,16.0,-20.25,-4.1875,16.25,-20.4375,True,4.0,4.0,0.1875
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,SO,B,A,13.0625,14.25,-1.1875,13.9375,13.6875,0.25,False,28.0,18.0,1.4375
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,SS,B,B,8.9375,17.375,-8.4375,9.0,17.125,-8.125,True,2.0,4.0,0.3125
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,OO,A,A,14.1875,-2.96875,17.15625,14.0625,-2.953125,17.015625,True,4.0,2.0,0.140625
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,OS,B,B,-5.8125,16.375,-22.1875,-6.0,16.125,-22.125,True,12.0,4.0,0.0625
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,SO,B,B,-3.171875,13.875,-17.046875,-2.90625,14.125,-17.03125,True,34.0,8.0,0.015625
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,SS,B,B,-3.265625,16.0,-19.265625,-3.046875,16.25,-19.296875,True,28.0,4.0,0.03125
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,OO,A,A,15.875,1.7421875,14.1328125,15.8125,1.8125,14.0,True,2.0,18.0,0.1328125
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,OS,B,B,-6.46875,15.8125,-22.28125,-6.625,15.5625,-22.1875,True,10.0,8.0,0.09375
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,SO,B,B,-3.390625,15.1875,-18.578125,-3.21875,15.1875,-18.40625,True,22.0,0.0,0.171875
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,SS,A,A,17.25,15.5625,1.6875,16.625,16.0,0.625,True,10.0,14.0,1.0625
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,OO,A,A,15.25,-0.11376953125,15.36376953125,15.1875,-0.5546875,15.7421875,True,2.0,1806.0,0.37841796875
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,OS,B,B,-3.90625,16.25,-20.15625,-4.0,16.375,-20.375,True,12.0,2.0,0.21875
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,SO,B,B,-3.53125,15.25,-18.78125,-3.796875,15.25,-19.046875,True,34.0,0.0,0.265625
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,SS,B,B,0.9921875,17.5,-16.5078125,1.1328125,17.75,-16.6171875,True,72.0,4.0,0.109375
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,OO,A,A,15.875,1.421875,14.453125,15.75,1.1796875,14.5703125,True,4.0,62.0,0.1171875
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,OS,B,B,-4.34375,14.875,-19.21875,-4.15625,15.1875,-19.34375,True,12.0,10.0,0.125
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,SO,B,B,3.453125,14.875,-11.421875,3.734375,15.125,-11.390625,True,36.0,8.0,0.03125
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,SS,A,A,16.75,6.75,10.0,16.875,6.96875,9.90625,True,2.0,14.0,0.09375
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,OO,A,A,14.5625,-1.375,15.9375,14.5,-1.6484375,16.1484375,True,2.0,70.0,0.2109375
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,OS,B,B,-5.40625,14.625,-20.03125,-5.5,14.625,-20.125,True,6.0,0.0,0.09375
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,SO,B,B,-3.734375,15.375,-19.109375,-3.703125,15.3125,-19.015625,True,4.0,2.0,0.09375
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,SS,A,A,15.25,12.4375,2.8125,15.0,12.625,2.375,True,8.0,6.0,0.4375
59b21d2adbc8aeb7d1272b57f94d07d961cf8112476bac3dc3965706527a80b5,OO,A,A,13.375,-3.0,16.375,13.125,-3.3125,16.4375,True,8.0,40.0,0.0625
59b21d2adbc8aeb7d1272b57f94d07d961cf8112476bac3dc3965706527a80b5,OS,B,B,-6.875,15.1875,-22.0625,-6.90625,15.0,-21.90625,True,2.0,6.0,0.15625
